,Title,Keywords,Actual category,Predicted_Categories
314,"['A statistical framework for modeling HLA-dependent T cell response data.', '17937494']","['biomedical', 'national', 'physiological', 'research', 'signals']",laser-scanning-microscopy,"['dna-sequence-databases', 'gene-expression-microarray', 'information-extraction', 'laser-scanning-microscopy', 'rna-transcription-databases']"
315,"['DOCKGROUND protein-protein docking decoy set.', '18812365']","['binding', 'class', 'ensemble', 'ii', 'immune', 'mhc', 'peptide', 'predictors']",immunology,"['immunology', 'rna-transcription-databases']"
316,"['Parent-specific copy number in paired tumor-normal studies using circular binary segmentation.', '21666266']","['binding', 'mers', 'preferences', 'rbps', 'rna', 'vitro']",single-cell-rna-seq,"['chip-seq', 'rna-seq', 'rna-structure-analysis', 'single-cell-rna-seq']"
317,"['LYRA, a webserver for lymphocyte receptor structural modeling.', '26007650']","['acids', 'approach', 'interacting', 'residues', 'rna']",rna-seq,"['genome-annotation2', 'immunology', 'protein-interaction-analysis', 'rna-seq', 'rna-structure-analysis', 'single-cell-rna-seq']"
318,"['CTdatabase: a knowledge-base of high-throughput and curated data on cancer-testis antigens.', '18838390']","['cell', 'cells', 'expression', 'landscape', 'progression', 'recovery', 'reveals', 'single', 'successive', 'temporal', 'transcriptional', 'transition']",single-cell-rna-seq,"['chip-seq', 'laser-scanning-microscopy', 'single-cell-rna-seq']"
319,"['MetaTreeMap: An Alternative Visualization Method for Displaying Metagenomic Phylogenic Trees.', '27336370']","['aberrations', 'copy', 'detection', 'estimator', 'gaining', 'number', 'popularity', 'segmenting', 'variational', 'variations', 'wes']",whole-exome-sequencing,"['acgh-and-snp-microarray', 'whole-exome-sequencing']"
320,"['Ensembl 2002: accommodating comparative genomics.', '12519943']","['benchmark', 'best', 'comparable', 'comparing', 'delivering', 'gene', 'keywords', 'richer', 'sets', 'terms', 'tools']",information-extraction,"['dna-sequence-databases', 'genome-annotation2', 'information-extraction', 'laser-scanning-microscopy', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'rna-seq', 'rna-transcription-databases', 'whole-genome-resequencing']"
321,"['ZeBase: an open-source relational database for zebrafish laboratories.', '22428748']","['accounted', 'acids', 'amino', 'improves', 'isoelectric', 'likewise', 'modifications', 'modified', 'peptide', 'peptides', 'pi', 'predictions']",protein-structure-analysis,"['immunology', 'peptide-databases', 'rna-transcription-databases']"
322,"['BSQA: integrated text mining using entity relation semantics extracted from biological literature of insects.', '20576702']","['approach', 'associations', 'cns', 'disease', 'drug', 'network', 'rank', 'repositioning', 'whilst', 'year']",protein-structure-analysis,"['dna-sequence-databases', 'gene-expression-microarray', 'information-extraction', 'protein-interaction-analysis', 'protein-structure-analysis', 'whole-exome-sequencing']"
323,"['UROPA: a tool for Universal RObust Peak Annotation.', '28572580']","['cell', 'cells', 'constructs', 'cycle', 'dissection', 'handles', 'quantifying', 'sources', 'trajectory', 'variability']",single-cell-rna-seq,"['immunology', 'laser-scanning-microscopy', 'single-cell-rna-seq']"
324,"['Model-based clustering for RNA-seq data.', '24191069']","['associations', 'bio', 'chemical', 'databases', 'dedicated', 'exponential', 'extract', 'field', 'gaining', 'ground', 'growth', 'health', 'medical', 'methods', 'mining', 'pubmed', 'repositories', 'sciences', 'stored', 'text', 'try']",dna-sequence-databases,"['dna-sequence-databases', 'information-extraction', 'metagenomics', 'peptide-databases', 'rna-transcription-databases']"
325,"['Bisulfighter: accurate detection of methylated cytosines and differentially methylated regions.', '24423865']","['classifier', 'mer', 'mers', 'svm']",chip-seq,"['chip-seq', 'genome-annotation2', 'immunology', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'rna-seq', 'single-cell-rna-seq', 'whole-genome-resequencing']"
326,"['APPRIS: annotation of principal and alternative splice isoforms.', '23161672']","['accurate', 'alignment', 'alignments', 'collectively', 'criterion', 'diverged', 'indels', 'phase', 'sets', 'slow', 'tree']",phylogenetics-and-phylogenomics,"['mathematical-modeling', 'phylogenetics-and-phylogenomics', 'whole-genome-resequencing']"
327,"['Prediction of linear cationic antimicrobial peptides based on characteristics responsible for their interaction with the membranes.', '24730612']","['consensus', 'motif', 'position', 'positive', 'residue', 'sites']",protein-interaction-analysis,"['chip-seq', 'genome-annotation2', 'immunology', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-genome-resequencing']"
328,"['RNA design rules from a massive open laboratory.', '24469816']","['bootstrap', 'evolution', 'frequencies', 'gen', 'hypotheses', 'model', 'models', 'nucleotide', 'number', 'parametric', 'phylogeny', 'program', 'replicate', 'reversible', 'sets', 'simulate', 'substitution', 'ways']",rna-structure-analysis,"['acgh-and-snp-microarray', 'chip-seq', 'phylogenetics-and-phylogenomics']"
329,"['LotuS: an efficient and user-friendly OTU processing pipeline.', '27367037']","['annotations', 'biomedical', 'built', 'game', 'gene', 'knowledge', 'online', 'structured', 'struggle', 'successfully']",gene-expression-microarray,"['dna-sequence-databases', 'gene-expression-microarray', 'genome-annotation2', 'information-extraction', 'protein-interaction-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
330,"['PathogenMIPer: a tool for the design of molecular inversion probes to detect multiple pathogens.', '17105657']","['aberration', 'area', 'arrays', 'characterization', 'contributor', 'copy', 'hybridization', 'inherited', 'intense', 'manner', 'measure', 'number', 'probe', 'sporadic']",acgh-and-snp-microarray,"['acgh-and-snp-microarray', 'whole-exome-sequencing']"
331,"['Conditional random pattern model for copy number aberration detection.', '20412592']","['biologists', 'browsed', 'exclude', 'hand', 'new', 'peptide', 'peptides', 'searched', 'target']",peptide-databases,"['immunology', 'peptide-databases', 'protein-structure-analysis', 'rna-transcription-databases']"
332,"['Exome sequencing-based copy-number variation and loss of heterozygosity detection: ExomeCNV.', '21828086']","['caenorhabditis', 'cerevisiae', 'comparison', 'conserved', 'element', 'elements', 'human', 'motif', 'regulatory', 'saccharomyces']",chip-seq,"['chip-seq', 'genome-annotation2', 'protein-interaction-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-genome-resequencing']"
333,"['FastProject: a tool for low-dimensional analysis of single-cell RNA-Seq data.', '27553427']","['enrichment', 'functional', 'gene', 'mining', 'pubmed', 'terms']",information-extraction,"['dna-sequence-databases', 'information-extraction', 'protein-interaction-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
334,"['ConoDictor: a tool for prediction of conopeptide superfamilies.', '22661581']","['concentrations', 'flux', 'interventions', 'kinetic', 'metabolite', 'stoichiometric', 'stoichiometry']",metagenomics,"['dna-sequence-databases', 'metagenomics']"
335,"['iview: an interactive WebGL visualizer for protein-ligand complex.', '24564583']","['animals', 'assembling', 'chloroplasts', 'depending', 'dna', 'fungi', 'mitochondria', 'mitochondrial', 'nuclear', 'organelle', 'origin', 'partial', 'possibly', 'reads', 'seed', 'separating', 'wgs']",whole-genome-resequencing,"['chip-seq', 'genome-annotation2', 'mathematical-modeling', 'rna-seq', 'single-cell-rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
336,"['MolLoc: a web tool for the local structural alignment of molecular surfaces.', '19465382']","['bisulfite', 'cpgs', 'methylation', 'patterns', 'regions', 'sequencing']",chip-seq,['chip-seq']
337,"['DASMIweb: online integration, analysis and assessment of distributed protein interaction data.', '19502495']","['antigenic', 'crucial', 'current', 'event', 'immune', 'major', 'modeled', 'peptides', 'recognition', 'response', 'scale', 'simulators', 'step', 'way']",immunology,"['immunology', 'peptide-databases', 'rna-transcription-databases']"
338,"['The IPD-IMGT/HLA Database - New developments in reporting HLA variation.', '26826444']","['age', 'amounts', 'automated', 'contain', 'genomic', 'hard', 'important', 'large', 'making', 'read', 'trees', 'understand']",phylogenetics-and-phylogenomics,"['acgh-and-snp-microarray', 'chip-seq', 'information-extraction', 'laser-scanning-microscopy', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
339,"['pROC: an open-source package for R and S+ to analyze and compare ROC curves.', '21414208']","['deconvolution', 'gc', 'mass', 'replaced', 'resolution', 'workflow']",metagenomics,"['chip-seq', 'metagenomics']"
340,"['SoDA: implementation of a 3D alignment algorithm for inference of antigen receptor recombinations.', '16357034']","['alternatively', 'converted', 'descriptor', 'generated', 'geometry', 'molecular', 'molecule', 'molecules', 'operates', 'plausible', 'small', 'strings', 'structures', 'uniquely']",protein-structure-analysis,"['genome-annotation2', 'immunology', 'peptide-databases', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-structure-analysis', 'rna-transcription-databases']"
341,"['Hierarchical and spatially explicit clustering of DNA sequences with BAPS software.', '23408797']","['chemistry', 'compound', 'compounds', 'fragments', 'similarity', 'spaces']",protein-structure-analysis,"['dna-sequence-databases', 'information-extraction', 'metagenomics', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-structure-analysis']"
342,"['BioArray Software Environment (BASE): a platform for comprehensive management and analysis of microarray data.', '12186655']","['ncrna', 'pipeline', 'regions', 'seq', 'srna', 'srnas']",rna-seq,"['chip-seq', 'genome-annotation2', 'rna-seq', 'rna-structure-analysis', 'single-cell-rna-seq', 'whole-exome-sequencing']"
343,"['Quartet-net: a quartet-based method to reconstruct phylogenetic networks.', '23493256']","['approaches', 'biomedical', 'cover', 'english', 'poor', 'retrieval', 'semantic', 'sentence', 'sentences', 'similarity', 'summarization', 'text', 'textual']",information-extraction,"['dna-sequence-databases', 'gene-expression-microarray', 'information-extraction']"
344,"['iGPCR-drug: a web server for predicting interaction between GPCRs and drugs in cellular networking.', '24015221']","['genetic', 'interactions', 'providing', 'yeast']",rna-transcription-databases,"['dna-sequence-databases', 'laser-scanning-microscopy', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-transcription-databases', 'whole-exome-sequencing', 'whole-genome-resequencing']"
345,"['RVFam: an R package for rare variant association analysis with family data.', '26508760']","['attempt', 'conclusions', 'contributions', 'determinant', 'dna', 'drawn', 'histone', 'idealized', 'nucleosome', 'polymerase', 'remodeling', 'resistance', 'resolve', 'transcription', 'turn']",protein-interaction-analysis,"['chip-seq', 'dna-sequence-databases', 'protein-interaction-analysis', 'rna-structure-analysis', 'single-cell-rna-seq', 'whole-genome-resequencing']"
346,"['TreeDet: a web server to explore sequence space.', '16844971']","['achieved', 'artifact', 'bias', 'bound', 'chip', 'chromatin', 'combining', 'computationally', 'copy', 'fragments', 'generation', 'immunoprecipitation', 'manner', 'methodology', 'needs', 'numbers', 'pcr', 'produced', 'proper', 'seq', 'statistically', 'vivo']",chip-seq,"['acgh-and-snp-microarray', 'chip-seq', 'rna-seq', 'whole-exome-sequencing']"
347,"['BCFtools/RoH: a hidden Markov model approach for detecting autozygosity from next-generation sequencing data.', '26826718']","['compounds', 'ic', 'inhibitor', 'inhibitory', 'lead', 'peptidase', 'predict', 'svm', 'test']",peptide-databases,"['dna-sequence-databases', 'immunology', 'metagenomics', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq']"
348,"['From knotted to nested RNA structures: a variety of computational methods for pseudoknot removal.', '18230758']","['artificial', 'bisulfite', 'cytosine', 'cytosines', 'digested', 'end', 'methylation', 'repair']",chip-seq,"['chip-seq', 'rna-seq', 'whole-exome-sequencing']"
349,"['[Development of Allergen Database for Food Safety (ADFS): an integrated database to search allergens and predict allergenicity].', '16541749']","['direct', 'materials', 'molecules', 'reaction', 'signalling', 'transcription']",dna-sequence-databases,"['dna-sequence-databases', 'genome-annotation2', 'metagenomics', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-transcription-databases', 'whole-genome-resequencing']"
350,"['Quertle and KNALIJ: searching PubMed has never been so easy and effective.', '22222966']","['analysis', 'exists', 'gaining', 'implementation', 'investigators', 'methods', 'pathway', 'popularity', 'topological', 'unfortunately']",protein-interaction-analysis,"['chip-seq', 'dna-sequence-databases', 'genome-annotation2', 'mathematical-modeling', 'metagenomics', 'protein-interaction-analysis', 'rna-seq', 'rna-structure-analysis', 'single-cell-rna-seq', 'whole-exome-sequencing']"
351,"['Mpath maps multi-branching single-cell trajectories revealing progenitor cell progression during development.', '27356503']","['accessed', 'applies', 'bioinfo', 'datasets', 'does', 'fr', 'functionality', 'homologous', 'messenger', 'primary', 'prior', 'rnas', 'rnase', 'structure', 'successfully', 'url']",rna-structure-analysis,"['genome-annotation2', 'peptide-databases', 'rna-seq', 'rna-structure-analysis', 'whole-genome-resequencing']"
352,"['TreeQ-VISTA: an interactive tree visualization tool with functional annotation query capabilities.', '17234642']","['complementing', 'ddbj', 'helper', 'integration', 'notion', 'pir', 'query', 'sequence', 'usable', 'www']",phylogenetics-and-phylogenomics,"['dna-sequence-databases', 'gene-expression-microarray', 'genome-annotation2', 'information-extraction', 'phylogenetics-and-phylogenomics', 'protein-structure-analysis', 'rna-structure-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
353,"['Automated estimation of parasitaemia of Plasmodium yoelii-infected mice by digital image analysis of Giemsa-stained thin blood smears.', '21122144']","['aim', 'antibody', 'antigen', 'display', 'epitope', 'experimentalists', 'guide', 'helping', 'localization', 'monoclonal', 'native', 'obtain', 'peptide', 'phage', 'region', 'selected', 'straightforward', 'surface', 'technique', 'widespread']",immunology,"['chip-seq', 'immunology', 'protein-interaction-analysis', 'rna-transcription-databases']"
354,"['Predicting tumor purity from methylation microarray data.', '26112293']","['advanced', 'course', 'differential', 'dynamics', 'exist', 'expression', 'landscapes', 'profiling', 'proper', 'rna', 'screening', 'seq', 'technique', 'unbiased', 'way']",genome-annotation2,"['chip-seq', 'genome-annotation2', 'rna-seq', 'rna-structure-analysis', 'single-cell-rna-seq']"
355,"['Conditional random pattern algorithm for LOH inference and segmentation.', '18974074']","['aid', 'decide', 'decision', 'decisions', 'parents', 'return', 'usability']",gene-expression-microarray,"['chip-seq', 'dna-sequence-databases', 'gene-expression-microarray', 'information-extraction', 'laser-scanning-microscopy', 'rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
356,"['SPD--a web-based secreted protein database.', '15608170']","['distributions', 'feel', 'generalize', 'indicative', 'interaction', 'objects', 'spatial']",laser-scanning-microscopy,"['chip-seq', 'gene-expression-microarray', 'laser-scanning-microscopy', 'metagenomics', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'single-cell-rna-seq']"
357,"['A methodology for the structural and functional analysis of signaling and regulatory networks.', '16464248']","['addressed', 'adequately', 'differential', 'emerged', 'expression', 'genes', 'interpret', 'irrelevant', 'module', 'powerful', 'rna', 'seq', 'shotgun', 'statistical']",genome-annotation2,"['acgh-and-snp-microarray', 'chip-seq', 'genome-annotation2', 'rna-seq', 'single-cell-rna-seq']"
358,"['UPDtool: a tool for detection of iso- and heterodisomy in parent-child trios using SNP microarrays.', '23589652']","['ag', 'binds', 'center', 'mirror', 'molecule', 'university']",dna-sequence-databases,"['dna-sequence-databases', 'genome-annotation2', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
359,"['RBPmap: a web server for mapping binding sites of RNA-binding proteins.', '24829458']","['argonaute', 'binding', 'considerably', 'cross', 'event', 'leaves', 'linking', 'mirna', 'modes', 'opened', 'pinpoint', 'possibilities', 'prevalence', 'quantifies', 'tens', 'unresolved']",rna-seq,"['chip-seq', 'dna-sequence-databases', 'genome-annotation2', 'rna-seq', 'rna-transcription-databases', 'whole-genome-resequencing']"
360,"['metaSEM: an R package for meta-analysis using structural equation modeling.', '25601849']","['coding', 'diana', 'lncrna', 'lncrnas', 'mirna', 'supported', 'v2']",dna-sequence-databases,"['dna-sequence-databases', 'rna-seq']"
361,"['Quantifying the relative immune cell activation from whole tissue/organ-derived differentially expressed gene data.', '28993694']","['activity', 'amps', 'antimicrobial', 'database', 'md', 'peptides', 'ribosomal']",peptide-databases,['peptide-databases']
362,"['Reproducible paired sources from concurrent EEG-fMRI data using BICAR.', '23933055']","['apparent', 'benefits', 'clinic', 'clinical', 'designed', 'diagnostics', 'genomics', 'ground', 'healthcare', 'initiative', 'institutions', 'mind', 'promote', 'reproducible']",whole-exome-sequencing,"['dna-sequence-databases', 'gene-expression-microarray', 'laser-scanning-microscopy', 'mathematical-modeling', 'whole-exome-sequencing', 'whole-genome-resequencing']"
363,"['iGC-an integrated analysis package of gene expression and copy number alteration.', '28088185']","['automation', 'graphics', 'instructions', 'phylogenetic', 'rendering', 'saving', 'scripting', 'shortage', 'tree']",phylogenetics-and-phylogenomics,"['gene-expression-microarray', 'phylogenetics-and-phylogenomics', 'whole-genome-resequencing']"
364,"['ANTHEPROT: a package for protein sequence analysis using a microcomputer.', '3416197']","['acid', 'amino', 'caps', 'coevolution', 'corrected', 'dependencies', 'evolving', 'identify', 'interpretable', 'perl', 'phylogenetic', 'remove', 'sites', 'stochastic', 'used']",genome-annotation2,"['genome-annotation2', 'immunology', 'peptide-databases', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'whole-genome-resequencing']"
365,"['Gapped sequence alignment using artificial neural networks: application to the MHC class I system.', '26515819']","['cell', 'indels', 'line', 'mate', 'mutated', 'small', 'snvs', 'translocations']",whole-exome-sequencing,"['acgh-and-snp-microarray', 'chip-seq', 'rna-seq', 'single-cell-rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
366,"['RNA-MethylPred: A high-accuracy predictor to identify N6-methyladenosine in RNA.', '27338301']","['adult', 'cell', 'cells', 'populations', 'stem', 'tissue', 'transcriptome', 'turnover']",single-cell-rna-seq,"['immunology', 'laser-scanning-microscopy', 'single-cell-rna-seq']"
367,"['GExplore 1.4: An expanded web interface for queries on ', '28090394']","['contact', 'contacts', 'map', 'maps', 'server']",genome-annotation2,"['genome-annotation2', 'immunology', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'whole-genome-resequencing']"
368,"['PhenoTips: patient phenotyping software for clinical and research use.', '23636887']","['bisulfite', 'cytosine', 'methylation', 'reads', 'snvs', 'treated']",chip-seq,"['chip-seq', 'whole-exome-sequencing']"
369,"['Metagrowth: a new resource for the building of metabolic hypotheses in microbiology.', '15608207']","['disk', 'dna', 'donors', 'free', 'methyl', 'mode', 'plugin']",protein-interaction-analysis,"['chip-seq', 'genome-annotation2', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'whole-genome-resequencing']"
370,"['Clusterflock: a flocking algorithm for isolating congruent phylogenomic datasets.', '27776538']","['accessed', 'added', 'ar', 'cell', 'epitope', 'epitopes', 'iedb', 'immune', 'mhc', 'predictive', 'tools']",rna-transcription-databases,"['immunology', 'peptide-databases', 'rna-transcription-databases']"
371,"['A versatile genome-scale PCR-based pipeline for high-definition DNA FISH.', '23263692']","['burden', 'changing', 'connection', 'devised', 'evaluation', 'evaluations', 'execution', 'facilities', 'formidable', 'imposes', 'methods', 'object', 'oriented', 'performances', 'phases', 'presentation', 'scenario', 'selectivity', 'smooth', 'usual']",information-extraction,"['gene-expression-microarray', 'immunology', 'information-extraction', 'laser-scanning-microscopy', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-structure-analysis', 'whole-genome-resequencing']"
372,"['densityCut: an efficient and versatile topological approach for automatic clustering of biological data.', '27153661']","['efficacy', 'hiv', 'trial', 'vaccine']",rna-transcription-databases,"['dna-sequence-databases', 'immunology', 'peptide-databases', 'rna-transcription-databases']"
373,"['Milk bioactive peptide database: A comprehensive database of milk protein-derived bioactive peptides and novel visualization.', '28490127']","['acgh', 'affinity', 'bias', 'careful', 'difference', 'discoveries', 'distributions', 'downstream', 'hybridization', 'intensity', 'labelling', 'left', 'normalization', 'number']",acgh-and-snp-microarray,"['acgh-and-snp-microarray', 'metagenomics', 'whole-exome-sequencing']"
374,"['PAComplex: a web server to infer peptide antigen families and binding models from TCR-pMHC complexes.', '21666259']","['beta', 'bioactive', 'peptides', 'regular', 'residues', 'secondary', 'turns']",peptide-databases,"['genome-annotation2', 'immunology', 'peptide-databases', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis']"
375,"['Target prediction and a statistical sampling algorithm for RNA-RNA interaction.', '19910305']","['cleavage', 'ctl', 'epitopes', 'extension', 'proteasome', 'tap', 'terminal']",immunology,"['immunology', 'peptide-databases']"
376,"['NeuroPedia: neuropeptide database and spectral library.', '21821666']","['analyze', 'cancer', 'distribution', 'driver', 'drug', 'helps', 'mutations', 'proteins', 'users']",protein-structure-analysis,"['acgh-and-snp-microarray', 'dna-sequence-databases', 'genome-annotation2', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-transcription-databases', 'whole-exome-sequencing', 'whole-genome-resequencing']"
377,"['ATLAS: A database linking binding affinities with structures for wild-type and mutant TCR-pMHC complexes.', '28160322']","['approaches', 'balance', 'build', 'different', 'effort', 'equations', 'fba', 'flux', 'incorporate', 'integration', 'models', 'ordinary']",metagenomics,"['metagenomics', 'protein-interaction-analysis', 'rna-seq', 'single-cell-rna-seq']"
378,"['CoSREM: a graph mining algorithm for the discovery of combinatorial splicing regulatory elements.', '26337677']","['demands', 'equilibrium', 'extreme', 'induce', 'intermediate', 'key', 'kinetics', 'landscape', 'landscapes', 'leading', 'phenomena', 'redundancy', 'riboswitches', 'sampled', 'vision']",rna-structure-analysis,"['chip-seq', 'mathematical-modeling', 'metagenomics', 'phylogenetics-and-phylogenomics', 'rna-seq', 'rna-structure-analysis', 'single-cell-rna-seq']"
379,"['Classification of low quality cells from single-cell RNA-seq data.', '26887813']","['appear', 'decomposition', 'entropy', 'feature', 'features', 'group', 'ones', 'preferred', 'selecting', 'singular', 'supervised', 'unsupervised']",whole-genome-resequencing,"['acgh-and-snp-microarray', 'gene-expression-microarray', 'genome-annotation2', 'information-extraction', 'mathematical-modeling', 'metagenomics', 'protein-interaction-analysis', 'rna-seq', 'single-cell-rna-seq', 'whole-genome-resequencing']"
380,"['MISIS: a bioinformatics tool to view and analyze maps of small RNAs derived from viruses and genomic loci generating multiple small RNAs.', '24134945']","['aims', 'assess', 'components', 'confidence', 'consortium', 'dataset', 'fed', 'gain', 'genotypes', 'gold', 'good', 'high', 'initiatives', 'laboratory', 'mechanistic', 'models', 'parallel', 'predictive', 'utilize', 'variable', 'wet']",gene-expression-microarray,"['chip-seq', 'gene-expression-microarray', 'genome-annotation2', 'immunology', 'laser-scanning-microscopy', 'protein-interaction-analysis', 'whole-exome-sequencing', 'whole-genome-resequencing']"
381,"['The comprehensive antibiotic resistance database.', '23650175']","['class', 'drug', 'hiv', 'minority', 'patient', 'resistant', 'viral', 'virus']",immunology,"['dna-sequence-databases', 'immunology', 'peptide-databases', 'protein-structure-analysis', 'whole-exome-sequencing']"
382,"['Phylo-MCOA: a fast and efficient method to detect outlier genes and species in phylogenomics using multiple co-inertia analysis.', '22319162']","['detrimental', 'immune', 'immunogenicity', 'induce', 'production', 'protein', 'residual', 'risk', 'specified']",rna-transcription-databases,"['genome-annotation2', 'immunology', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-genome-resequencing']"
383,"['Genome-wide study of correlations between genomic features and their relationship with the regulation of gene expression.', '25627242']","['catalyzed', 'compounds', 'heterologous', 'metabolic', 'order', 'pathways', 'synthesize', 'target', 'transforms']",metagenomics,"['dna-sequence-databases', 'metagenomics', 'protein-structure-analysis']"
384,"['Revealing modularity and organization in the yeast molecular network by integrated analysis of highly heterogeneous genomewide data.', '14973197']","['captured', 'confocal', 'constrained', 'diffusion', 'laser', 'motion', 'normal', 'particle', 'scanning', 'trajectories']",laser-scanning-microscopy,"['acgh-and-snp-microarray', 'gene-expression-microarray', 'laser-scanning-microscopy', 'single-cell-rna-seq']"
385,"['NOVOMIR: De Novo Prediction of MicroRNA-Coding Regions in a Single Plant-Genome.', '20871826']","['analysis', 'gene', 'paths', 'pathway', 'pathways', 'relations', 'reveal', 'sub']",protein-interaction-analysis,"['chip-seq', 'dna-sequence-databases', 'genome-annotation2', 'information-extraction', 'metagenomics', 'protein-interaction-analysis', 'rna-seq', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-genome-resequencing']"
386,"['Using an ensemble system to improve concept extraction from clinical records.', '22239956']","['available', 'micrornas', 'plant', 'predicted', 'speed', 'stand', 'version']",rna-seq,"['chip-seq', 'dna-sequence-databases', 'genome-annotation2', 'peptide-databases', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'whole-genome-resequencing']"
387,"['DPClass: An Effective but Concise Discriminative Patterns-Based Classification Framework.', '28163983']","['assessed', 'associating', 'barcoding', 'biodiversity', 'dna', 'expertise', 'explicit', 'investigating', 'operational', 'organismal', 'pose', 'prime', 'required', 'taxa', 'taxon']",mathematical-modeling,"['chip-seq', 'gene-expression-microarray', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'rna-structure-analysis', 'whole-genome-resequencing']"
388,"['PDB2PQR: an automated pipeline for the setup of Poisson-Boltzmann electrostatics calculations.', '15215472']","['clinical', 'early', 'treatment', 'trials']",protein-structure-analysis,"['acgh-and-snp-microarray', 'chip-seq', 'dna-sequence-databases', 'gene-expression-microarray', 'immunology', 'laser-scanning-microscopy', 'peptide-databases', 'protein-structure-analysis', 'rna-transcription-databases', 'whole-exome-sequencing']"
389,"['Single-Cell RNA-Seq with Waterfall Reveals Molecular Cascades underlying Adult Neurogenesis.', '26299571']","['consequently', 'decreases', 'detector', 'existing', 'ncrna', 'ncrnas', 'need', 'pace', 'reproducibility', 'scans', 'scripts', 'tools', 'transparency', 'workflows']",rna-seq,"['chip-seq', 'dna-sequence-databases', 'gene-expression-microarray', 'genome-annotation2', 'phylogenetics-and-phylogenomics', 'rna-seq', 'rna-structure-analysis']"
390,"[""The Corvids Literature Database--500 years of ornithological research from a crow's perspective."", '26868053']","['cloud', 'commercial', 'data', 'disciplines', 'distributed', 'emerging', 'execution', 'increasingly', 'inefficient', 'informed', 'internet', 'lab', 'moved', 'needs', 'periods', 'ranging', 'share', 'store', 'transfer', 'typical', 'user', 'workflow']",information-extraction,"['chip-seq', 'gene-expression-microarray', 'information-extraction', 'metagenomics', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
391,"['PELOD-2: an update of the PEdiatric logistic organ dysfunction score.', '23685639']","['binding', 'clip', 'delineation', 'originate', 'par', 'rna', 'sites', 'transitions']",rna-seq,"['chip-seq', 'protein-interaction-analysis', 'rna-seq', 'single-cell-rna-seq']"
392,"['Large-scale inference of conjunctive Bayesian networks.', '27587695']","['ca', 'customizable', 'customized', 'cycles', 'diagrams', 'dimensionality', 'generation', 'graphics', 'high', 'hosted', 'limiting', 'ongoing', 'plot', 'res', 'venn', 'visualization', 'visualizations']",gene-expression-microarray,"['acgh-and-snp-microarray', 'chip-seq', 'gene-expression-microarray', 'laser-scanning-microscopy', 'metagenomics', 'protein-interaction-analysis', 'rna-seq', 'whole-exome-sequencing']"
